task_id,source_type,repo,language,condition,model,returncode,elapsed_sec,parse_ok,gold_has_defect,pred_has_defect,any_defect_correct,gold_defect_types,pred_defect_types,type_tp,type_fp,type_fn,weighted_type_tp,weighted_type_fp,weighted_type_fn,type_exact_match,false_alarm,missed_defect,over_report_count,under_report_count,pred_defect_count,gold_label_source,gold_severity,pred_severity,gold_severity_weight,pred_severity_weight,severity_abs_error,missed_major_or_critical,unsupported_span_count,span_checked_count,span_supported_count,span_supported_rate,unsupported_span_labels,copied_span_chars,confidence,mean_defect_confidence,brier_any_defect,confidence_bin,high_confidence_wrong,low_confidence_correct,needs_human_review,ambiguous_term_gold,ambiguous_term_pred,ambiguous_term_tp,ambiguous_term_fp,ambiguous_term_fn,missing_actor_gold,missing_actor_pred,missing_actor_tp,missing_actor_fp,missing_actor_fn,missing_trigger_gold,missing_trigger_pred,missing_trigger_tp,missing_trigger_fp,missing_trigger_fn,missing_expected_outcome_gold,missing_expected_outcome_pred,missing_expected_outcome_tp,missing_expected_outcome_fp,missing_expected_outcome_fn,missing_constraint_gold,missing_constraint_pred,missing_constraint_tp,missing_constraint_fp,missing_constraint_fn,not_testable_gold,not_testable_pred,not_testable_tp,not_testable_fp,not_testable_fn,overly_broad_requirement_gold,overly_broad_requirement_pred,overly_broad_requirement_tp,overly_broad_requirement_fp,overly_broad_requirement_fn,inconsistent_condition_gold,inconsistent_condition_pred,inconsistent_condition_tp,inconsistent_condition_fp,inconsistent_condition_fn,unsupported_external_assumption_gold,unsupported_external_assumption_pred,unsupported_external_assumption_tp,unsupported_external_assumption_fp,unsupported_external_assumption_fn
issue_001,issue_statement,apache/dubbo,Java,zero_shot,deepseek-coder:6.7b,0,1.448,1,1,0,0,missing_actor|missing_expected_outcome|missing_trigger|not_testable|overly_broad_requirement,,0,0,5,0,0,10,0,0,1,0,5,0,rule_seeded,major,none,2,0,2,1,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
issue_002,issue_statement,apache/dubbo,Java,zero_shot,deepseek-coder:6.7b,0,2.175,1,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,rule_seeded,none,none,0,0,0,0,0,0,0,,,0,1.0,,1.0,0.9-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_003,issue_statement,apache/dubbo,Java,zero_shot,deepseek-coder:6.7b,0,1.979,1,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,rule_seeded,none,none,0,0,0,0,0,0,0,,,0,1.0,,1.0,0.9-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_004,issue_statement,apache/dubbo,Java,zero_shot,deepseek-coder:6.7b,0,1.725,1,1,0,0,missing_expected_outcome|not_testable,,0,0,2,0,0,4,0,0,1,0,2,0,rule_seeded,major,none,2,0,2,1,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_005,issue_statement,apache/dubbo,Java,zero_shot,deepseek-coder:6.7b,0,1.576,1,1,0,0,missing_actor,,0,0,1,0,0,1,0,0,1,0,1,0,rule_seeded,minor,none,1,0,1,0,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_006,issue_statement,apache/dubbo,Java,zero_shot,deepseek-coder:6.7b,0,1.736,1,1,0,0,ambiguous_term|missing_actor|missing_trigger,,0,0,3,0,0,6,0,0,1,0,3,0,rule_seeded,major,none,2,0,2,1,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_007,issue_statement,apache/rocketmq,Java,zero_shot,deepseek-coder:6.7b,0,2.361,1,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,rule_seeded,none,none,0,0,0,0,0,0,0,,,0,1.0,,1.0,0.9-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_008,issue_statement,apache/rocketmq,Java,zero_shot,deepseek-coder:6.7b,0,1.936,1,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,rule_seeded,none,none,0,0,0,0,0,0,0,,,0,1.0,,1.0,0.9-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_009,issue_statement,apache/rocketmq,Java,zero_shot,deepseek-coder:6.7b,0,2.002,1,1,0,0,ambiguous_term,,0,0,1,0,0,1,0,0,1,0,1,0,rule_seeded,minor,none,1,0,1,0,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_010,issue_statement,apache/rocketmq,Java,zero_shot,deepseek-coder:6.7b,0,1.639,1,1,0,0,missing_constraint|missing_expected_outcome,,0,0,2,0,0,4,0,0,1,0,2,0,rule_seeded,major,none,2,0,2,1,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_011,issue_statement,apache/rocketmq,Java,zero_shot,deepseek-coder:6.7b,0,2.183,1,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,rule_seeded,none,none,0,0,0,0,0,0,0,,,0,1.0,,1.0,0.9-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issue_012,issue_statement,apache/rocketmq,Java,zero_shot,deepseek-coder:6.7b,0,1.569,1,1,0,0,ambiguous_term|missing_expected_outcome|not_testable|overly_broad_requirement,,0,0,4,0,0,8,0,0,1,0,4,0,rule_seeded,major,none,2,0,2,1,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
issue_013,issue_statement,mrdoob/three.js,JavaScript,zero_shot,deepseek-coder:6.7b,0,1.762,1,1,0,0,missing_actor|missing_expected_outcome|not_testable,,0,0,3,0,0,6,0,0,1,0,3,0,rule_seeded,major,none,2,0,2,1,0,0,0,,,0,1.0,,0.0,0.9-1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
